"siteno","station_nm","coords.x1","coords.x2"
"08067650","W Fk San Jacinto Rv bl Lk Conroe nr Conroe",-95.542998,30.34215289
"08156675","Shoal Ck at Silverway Dr",-97.7388889,30.35416667
"08041000","Neches Rv at Evadale",-94.0932373,30.35576378
"08110200","Brazos Rv at Washington",-96.1552366,30.36131908
"02326500","AUCILLA RIVER AT LAMONT",-83.80682559,30.36992847
"02315520","SWIFT CREEK AT FACIL FLA",-82.79985119,30.3707788
"08154700","Bull Ck at Loop 360 nr Austin",-97.7847301,30.37214825
"07386000","BYU CARENCRO NR SUNSET",-92.0431756,30.37658758
"02330000","OCHLOCKONEE RIVER NR BLOXHAM",-84.6549109,30.38325266
"02359500","ECONFINA CREEK NEAR BENNETT",-85.5565932,30.3846406
"02319500","SUWANNEE RIVER AT ELLAVILLE",-83.1718058,30.38466196
"08154510","Colorado Rv bl Mansfield Dam",-97.9080665,30.39186795
"02315550","SUWANNEE RIVER AT SUWANNEE SPRINGS FLA",-82.9331875,30.3929988
"07385500","BAYOU TECHE @ ARNAUDVILLE",-91.9306728,30.3974195
"08041500","Village Ck nr Kountze",-94.2635215,30.3979862
"02378300","MAGNOLIA RIVER AT US 98 NEAR FOLEY",-87.7369323,30.40658669
"08109800","E Yegua Ck nr Dime Box",-96.8174791,30.40743105
"08110100","Davidson Ck nr Lyons",-96.5402466,30.41965196
"08154000","Pedernales Rv nr Spicewood",-98.0808487,30.4210311
"02358700","APALACHICOLA RIVER NR BLOUNTSTOWN",-85.0313059,30.42519625
"08066500","Trinity Rv at Romayor",-94.8507622,30.4252067
"02330100","TELOGIA CREEK NR BRISTOL",-84.92769349,30.426585
"07386500","BYU BOURBEAU @ SHUTESTON",-92.0917879,30.42797613
"08030000","Cypress Ck nr Buna",-93.9079544,30.4313169
"02376100","BAYOU MARCUS CREEK NR PENSACOLA",-87.2905288,30.44825279
"08159150","Wilbarger Ck nr Pflugerville",-97.6008373,30.4546469
"07378500","Amite River near Denham Springs",-90.99038,30.464079
"08016400","BECKWITH CK NR DE QUINCY",-93.3598842,30.471033
"08012000","Bayou Nezpique near Basile",-92.63175,30.48077778
"08066300","Menard Ck nr Rye",-94.7797222,30.48138889
"02359450","ECONFINA CREEK NEAR FOUNTAIN",-85.52492729,30.48213846
"02319300","WITHLACOOCHEE RIVER NR MADISON FLA",-83.2429207,30.48243547
"02481510","WOLF RIVER NR LANDON",-89.2744444,30.4836111
"02376115","ELEVENMILE CREEK NEAR PENSACOLA",-87.3358086,30.49825159
"02471078","FOWL RIVER AT HALF-MILE RD NEAR LAURENDINE",-88.1813906,30.50075106
"08016600","HICKORY BRANCH NR KERNAN",-93.279327,30.50158793
"08015500","Calcasieu River near Kinder",-92.9154167,30.50255556
"07376000","Tickfaw River at Holden",-90.6773163,30.5038016
"08150000","Llano Rv nr Junction",-99.7345097,30.50435487
"07376500","Natalbany River at Baptist",-90.545924,30.50435795
"07375500","Tangipahoa River at Robert",-90.3617524,30.50658047
"02315000","SUWANNEE R NR BENTON FLA",-82.7162406,30.5074414
"02480500","TUXACHANIE CREEK NR BILOXI",-88.9113889,30.51
"02329600","LITTLE RIVER NR MIDWAY",-84.5235206,30.5124192
"08148500","N Llano Rv nr Junction",-99.806179,30.5174101
"02359000","CHIPOLA RIVER NR ALTHA",-85.1651996,30.53408319
"02378500","FISH RIVER NEAR SILVER HILL AL",-87.79860149,30.54547146
"02329700","ROCKY COMFORT CREEK NR QUINCY",-84.6357461,30.54575035
"02329000","OCHLOCKONEE RIVER NR HAVANA",-84.3840715,30.55408644
"02367006","ALAQUA CREEK NEAR PORTLAND",-86.1791086,30.5563056
"02367310","JUNIPER CREEK AT STATE HWY 85 NR NICEVILLE",-86.5193954,30.5574179
"08152000","Sandy Ck nr Kingsland",-98.4722511,30.557689
"02481000","BILOXI RIVER AT WORTHAM",-89.1219444,30.5586111
"02369600","YELLOW RIVER NR MILTON",-86.9235732,30.569639
"08066250","Trinity Rv nr Goodrich",-94.9488223,30.57214544
"02492343","EAST HOBOLOCHITTO CREEK NR CAESAR",-89.5947222,30.57416667
"02329500","LITTLE RIVER NR QUINCY",-84.4965763,30.58741806
"02329534","QUINCY CREEK AT STATE HWY 267 AT QUINCY",-84.5804676,30.60019458
"02377570","STYX RIVER NEAR ELSANOR",-87.5472057,30.6057484
"02479310","PASCAGOULA RIVER AT GRAHAM FERRY",-88.64138889,30.61055556
"08109000","Brazos Rv nr Bryan",-96.4866328,30.61408925
"07375000","Tchefuncte River near Folsom",-90.2486954,30.6160223
"02367000","ALAQUA CREEK NR DEFUNIAK SPRINGS",-86.1638306,30.61685928
"07382500","Bayou Courtableau at Washington",-92.0556741,30.61825175
"02365769","BRUCE CREEK AT SH 81 NR REDBAY",-85.9424358,30.6246363
"08104900","S Fk San Gabriel Rv at Georgetown",-97.6911204,30.6257499
"07377240","Little Sandy Creek near Greenwell Springs",-90.9889918,30.6268527
"02366000","HOLMES CREEK AT VERNON",-85.7121531,30.62685899
"08108700","Brazos Rv at SH 21 nr Bryan",-96.544135,30.6268665
"08105400","San Gabriel Rv nr Circleville",-97.4733356,30.62880763
"08066191","Livingston Res Outflow Weir nr Goodrich",-95.0199355,30.63214193
"08013500","Calcasieu River near Oberlin",-92.8140368,30.6404757
"08150800","Beaver Ck nr Mason",-99.0958848,30.64351548
"08105300","San Gabriel Rv nr Weir",-97.585284,30.646028
"08105000","San Gabriel Rv at Georgetown",-97.6552863,30.6540824
"08150700","Llano Rv nr Mason",-99.1092185,30.66073685
"08104700","N Fk San Gabriel Rv nr Georgetown",-97.7113993,30.6618592
"02492360","WEST HOBOLOCHITTO CREEK NR MCNEILL",-89.6861111,30.6622222
"02366996","ALAQUA CREEK NEAR PLEASANT RIDGE",-86.1866092,30.66908
"02376033","ESCAMBIA RIVER NR MOLINO",-87.2669179,30.6701917
"02370700","POND CREEK NR MILTON",-87.1319134,30.6807469
"08015000","BUNDICK CK NR DRY CK",-93.0376553,30.68214139
"07375960","Tickfaw River at Montpelier",-90.6431509,30.68629707
"02376500","PERDIDO RIVER AT BARRINEAU PARK",-87.440258,30.69046866
"08105100","Berry Ck nr Georgetown",-97.6561202,30.69130304
"08106300","Brushy Ck nr Rockdale",-97.0785997,30.69408463
"08105700","San Gabriel Rv at Laneport",-97.2788849,30.69436146
"02369000","SHOAL RIVER NR CRESTVIEW",-86.570786,30.69741268
"0810464660","N Fk San Gabriel Rv at Reagan Blvd nr Leander",-97.8492222,30.69775
"08014500","Ouiska Chitto Creek Near Oberlin",-92.8931944,30.69875
"02358000","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA",-84.8590871,30.7010251
"08105095","Berry Ck at Airport Rd nr Georgetown",-97.6663985,30.70324685
"02317500","ALAPAHA RIVER AT STATENVILLE",-83.0331955,30.7041006
"02370500","BIG COLDWATER CREEK NR MILTON",-86.972186,30.70852375
"08066200","Long King Ck at Livingston",-94.9588237,30.716306
"08151000","Llano Rv nr Castell",-98.8836566,30.7168457
"08028700","HOOSIER CK NR MERRYVILLE",-93.5601731,30.7257561
"02480002","HAMILTON CREEK AT SNOW ROAD NEAR SEMMES",-88.2763955,30.7260225
"08106310","San Gabriel Rv nr Rockdale",-97.0388761,30.7276942
"02368300","BAGGETT CREEK NR MILLIGAN",-86.6596768,30.72796734
"02479300","RED CREEK AT VESTRY",-88.7811111,30.7361111
"08028500","Sabine Rv nr Bon Wier",-93.608508,30.74714557
"08151500","Llano Rv at Llano",-98.6697599,30.7512899
"02368000","YELLOW RIVER AT MILLIGAN",-86.6291207,30.7529664
"07377500","Comite River near Olive Branch",-91.0439935,30.7565718
"02358789","CHIPOLA RIVER AT MARIANNA FL",-85.2163178,30.77297064
"02365500","CHOCTAWHATCHEE RIVER AT CARYVILLE",-85.827711,30.77574389
"02479980","CROOKED CREEK NEAR FAIRVIEW",-88.3188979,30.78018805
"08011500","Boggy Bayou @ LA-Hwy 106 nr Pine Prairie",-92.4676111,30.78105556
"08040600","Neches Rv nr Town Bluff",-94.1510237,30.79103579
"02489500","Pearl River near Bogalusa",-89.8209072,30.79324276
"02368500","SHOAL RIVER NR MOSSY HEAD",-86.3068906,30.7960205
"02376000","PINE BARREN CREEK NEAR BARTH",-87.3680333,30.7987991
"02471001","CHICKASAW CREEK NEAR KUSHLA AL",-88.1433355,30.80296466
"08014000","SIXMILE CK NR SUGARTOWN",-92.92626389,30.81463839
"08014800","Bundick Creek near DeRidder",-93.2301619,30.81880557
"08029500","Big Cow Ck nr Newton",-93.7855556,30.81888889
"02471000","CHICKASAW CREEK NEAR WHISTLER AL",-88.1538914,30.82046418
"02370000","BLACKWATER RIVER NR BAKER",-86.7346786,30.8335197
"08106500","Little Rv nr Cameron",-96.9466512,30.83519047
"08014200","TENMILE CK NR ELIZABETH",-92.87404,30.8365823
"02491500","Bogue Chitto River at Franklinton",-90.16203,30.84296176
"02479200","FLINT CREEK NR WIGGINS",-89.0750474,30.84463366
"02479160","BLACK CREEK NR WIGGINS",-88.9136111,30.85333333
"02479945","BIG CREEK AT COUNTY RD 63 NEAR WILMER",-88.3338988,30.85601968
"02365470","WRIGHTS CREEK AT SH 177-A NR BONIFAY",-85.7621545,30.8571301
"08066000","Trinity Rv at Riverside",-95.39883,30.85935514
"02479500","ESCATAWPA RIVER NEAR WILMER AL",-88.417792,30.8624092
"02328000","TIRED CREEK NEAR CAIRO",-84.2626808,30.86519119
"02490000","BOGUE LUSA CK NR FRANKLINTON",-90.0028588,30.86824004
"08111000","Navasota Rv nr Bryan",-96.1924592,30.8696352
"02327500","OCHLOCKONEE RIVER NEAR THOMASVILLE",-84.0454502,30.87574687
"08065800","Bedias Ck nr Madisonville",-95.7777778,30.8847222
"07377000","Amite River near Darlington",-90.8445454,30.8890694
"02376300","BRUSHY CREEK NEAR WALNUT HILL",-87.5399837,30.88935179
"08066170","Kickapoo Ck nr Onalaska",-95.0885468,30.9071324
"08103900","S Fk Rocky Ck nr Briggs",-98.0369676,30.91156805
"02356000","FLINT RIVER AT BAINBRIDGE",-84.5799144,30.91157714
"08144500","San Saba Rv at Menard",-99.7856254,30.91906245
"07373500","WEST FORK THOMPSON CR NR WAKEFIELD",-91.293166,30.92240137
"02367900","YELLOW RIVER NR OAK GROVE",-86.5593967,30.92518288
"08065700","Caney Ck nr Madisonville",-95.9355084,30.9368559
"02365200","CHOCTAWHATCHEE RIVER NR PITTMAN",-85.84299,30.94990438
"07384000","W PROTECTION LEVE N PLAUCHEVIL LA",-91.9153972,30.9529651
"08104000","Lampasas Rv at Youngsport",-97.7086262,30.95740298
"02375500","ESCAMBIA RIVER NEAR CENTURY",-87.2341395,30.96518304
"08104500","Little Rv nr Little River",-97.346113,30.9665723
"08110800","Navasota Rv at Old San Antonio Rd nr Bryan",-96.2416274,30.9737987
"02479000","PASCAGOULA RIVER AT MERRILL",-88.7269444,30.97805556
"07382000","Bayou Cocodrie near Clearwater",-92.3802778,31.00027778
"08104100","Lampasas Rv nr Belton",-97.4925088,31.0018485
"08144600","San Saba Rv nr Brady",-99.2689437,31.0040595
"02375000","BIG ESCAMBIA CREEK AT FLOMATON AL",-87.2627518,31.01073709
"07375280","TANGIPAHOA RIVER AT OSYKA",-90.4611111,31.0122222
"08039500","Angelina Rv nr Ebenezer",-94.1521372,31.01519664
"08033500","Neches Rv nr Rockland",-94.3994444,31.025
"02479155","CYPRESS CREEK NR JANICE",-89.0166667,31.02527778
"08098300","Little Pond Ck nr Burlington",-96.9883214,31.02657314
"02369800","BLACKWATER RIVER NEAR BRADLEY AL",-86.7099567,31.02767985
"07383500","Bayou Des Glaises Diversion Ch. at Moreauville",-91.9826212,31.03324368
"02357000","SPRING CREEK NEAR IRON CITY",-84.74,31.04027778
"08066100","White Rk Ck nr Trinity",-95.3779964,31.05185075
"02479130","BLACK CREEK NR BROOKLYN",-89.2041667,31.05194444
"08026000","Sabine Rv nr Burkeville",-93.5196165,31.06408004
"02374250","CONECUH RIVER AT STATE HWY 41 NEAR BREWTON",-87.0616352,31.06712374
"08102500","Leon Rv nr Belton",-97.4413967,31.07017947
"08065500","Trinity Rv nr Midway",-95.6993922,31.07462984
"08103800","Lampasas Rv nr Kempner",-98.0166919,31.0793403
"02374700","MURDER CREEK AT STATE HWY 41 AT BREWTON",-87.06885829,31.10101137
"02475000","LEAF RIVER NR MCLAIN",-88.8083333,31.10277778
"02364500","PEA RIVER NEAR SAMSON AL",-86.0993868,31.11267588
"02344000","CHATTAHOOCHEE RIVER AT ALAGA",-85.0452068,31.11518186
"07383000","CHATLIN LK CANAL NR LECOMPTE",-92.3445769,31.1196322
"02364570","PANTHER CREEK NEAR HACODA AL",-86.1868896,31.12100846
"02374950","BIG ESCAMBIA CR AT SARDINE BR NR STANLEY CROSSROAD",-87.3705353,31.12962115
"02374745","BURNT CORN CREEK AT STATE HWY 41 NEAR BREWTON",-87.0871928,31.1298991
"08033000","Neches Rv nr Diboll",-94.8099306,31.13296574
"08098290","Brazos Rv nr Highbank",-96.8249826,31.13407098
"08145000","Brady Ck at Brady",-99.3350553,31.13822366
"08033300","Piney Ck nr Groveton",-95.0866021,31.14046214
"02478500","CHICKASAWHAY RIVER AT LEAKESVILLE",-88.5480556,31.1486111
"02318000","LITTLE RIVER NEAR ADEL",-83.5436111,31.15555556
"02361500","CHOCTAWHATCHEE RIVER NEAR BELLWOOD AL",-85.7843789,31.15934229
"08027500","BYU ANACOCO NR LEESVILLE",-93.3515565,31.15990866
"02479431","POND CREEK NEAR DEER PARK AL",-88.3619574,31.16101118
"02374000","CONECUH RIVER NEAR BROOKLYN",-86.7999624,31.16378587
"08110500","Navasota Rv nr Easterly",-96.297743,31.17018205
"08025360","Sabine Rv at Toledo Bd Res nr Burkeville",-93.5660077,31.1737991
"02490500","BOGUE CHITTO NR TYLERTOWN",-90.2794444,31.17694444
"02343940","SAWHATCHEE CREEK AT CEDAR SPRINGS",-85.0436111,31.18083333
"08144800","Brady Ck nr Eden",-99.841183,31.1843324
"08128000","S Concho Rv at Christoval",-100.5020388,31.18711186
"08038500","Angelina Rv nr Zavalla",-94.2946431,31.2115792
"08146000","San Saba Rv at San Saba",-98.7194871,31.21322316
"08147000","Colorado Rv nr San Saba",-98.564484,31.21794515
"02474560","LEAF RIVER NR NEW AUGUSTA",-89.0530556,31.22166667
"07295000","BUFFALO RIVER NR WOODVILLE",-91.2955556,31.22694444
"02489000","PEARL RIVER NR COLUMBIA",-89.8469444,31.23777778
"02429595","LITTLE RIVER NEAR URIAH AL",-87.6138785,31.2421169
"02372500","CONECUH RIVER NEAR ANDALUSIA AL",-86.6002372,31.25544969
"02343801","CHATTAHOOCHEE RIVER NEAR COLUMBIA",-85.1102076,31.2593438
"02362240","LITTLE DOUBLE BRIDGES CREEK NR ENTERPRISE",-85.9582737,31.27239318
"08130500","Dove Ck at Knickerbocker",-100.6309318,31.27405465
"02343500","CHATTAHOOCHEE R AT COLUMBIA",-85.099374,31.2837877
"08101000","Cowhouse Ck at Pidcoke",-97.8850244,31.2848902
"08097500","Brazos Rv nr Marlin",-96.969713,31.28850993
"02354800","ICHAWAYNOCHAWAY CREEK NEAR ELMODEL",-84.4919444,31.29388889
"02353000","FLINT RIVER AT NEWTON",-84.33888889,31.30694444
"08025500","Bayou Toro near Toro",-93.5157295,31.30712737
"08131400","Pecan Ck nr San Angelo",-100.4459254,31.30905356
"08097000","Cow Bayou at Mooreville",-97.1380545,31.31267377
"07355500","RED R @ ALEXANDRIA",-92.4429148,31.31296019
"07292500","HOMOCHITTO RIVER AT ROSETTA",-91.1094444,31.3247222
"08129300","Spring Ck abv Tankersley",-100.6403767,31.33016396
"02474500","TALLAHALA CREEK NR RUNNELSTOWN",-89.1125,31.33277778
"08065350","Trinity Rv nr Crockett",-95.6563407,31.33851319
"02361000","CHOCTAWHATCHEE RIVER NEAR NEWTON",-85.6104912,31.3429492
"02473000","LEAF RIVER AT HATTIESBURG",-89.2802778,31.34305556
"02354500","CHICKASAWHATCHEE CREEK AT ELMODEL",-84.4825,31.35055556
"02354000","ALLIGATOR CR JULIA JONES RD NR MILFORD",-84.5660254,31.35490047
"08131000","Spring Ck nr Tankersley",-100.5350958,31.35849668
"02372422","CONECUH RIVER BEL PT A DAM NR RIVER FALLS",-86.5196826,31.3612799
"02360500","EAST FORK CHOCTAWHATCHEE R NEAR MIDLAND CITY AL",-85.47715769,31.37322677
"02353500","ICHAWAYNOCHAWAY CREEK AT MILFORD",-84.54638889,31.38277778
"02316000","ALAPAHA RIVER NEAR ALAPAHA",-83.1923758,31.3843626
"08024500","Palo Gaucho Bayou nr Hemphill",-93.8357408,31.38629438
"08039100","Ayish Bayou nr San Augustine",-94.1510289,31.39629597
"07354000","LITTLE SANDY CK @ KISATCHIE",-93.1709987,31.40850984
"02374500","MURDER CREEK NEAR EVERGREEN AL",-86.9866403,31.41850006
"02472500","BOUIE CREEK NR HATTIESBURG",-89.4147222,31.42583333
"08128400","Middle Concho Rv abv Tankersley",-100.7112125,31.42738264
"08100500","Leon Rv at Gatesville",-97.7583333,31.4347222
"08132500","S Concho Rv at San Angelo",-100.4253701,31.44599499
"02373000","SEPULGA RIVER NEAR MCKENZIE AL",-86.7869139,31.4537758
"08136000","Concho Rv at San Angelo",-100.4106474,31.454606
"08037000","Angelina Rv nr Lufkin",-94.7263206,31.45740447
"08135000","N Concho Rv at San Angelo",-100.4478712,31.46599438
"08024400","Sabine Rv nr Milam",-93.7449052,31.4671247
"08138000","Colorado Rv at Winchell",-99.1622726,31.46793807
"02488700","WHITESAND CREEK NR OAKVALE",-89.9736111,31.47055556
"02343300","ABBIE CREEK NEAR HALEBURG AL",-85.162431,31.47350458
"07354100","KISATCHIE BAYOU AT LOTUS",-93.1387764,31.48461776
"02472850","OKATOMA CREEK AT SANFORD",-89.4333333,31.48916667
"08136700","Colorado Rv nr Stacy",-99.5739532,31.49376898
"07291000","HOMOCHITTO RIVER AT EDDICETON",-90.7775,31.50305556
"08038000","Attoyac Bayou nr Chireno",-94.3043677,31.50434957
"08110430","Big Ck nr Freestone",-96.3246953,31.5068396
"08095300","Middle Bosque Rv nr McGregor",-97.365845,31.50933179
"08110400","Navasota Rv nr Groesbeck",-96.450533,31.5123942
"08024200","BYU LA NANA NR ZWOLLE",-93.6512915,31.51573308
"08136500","Concho Rv at Paint Rock",-99.9195226,31.5159908
"08143600","Pecan Bayou nr Mullin",-98.740603,31.5173861
"08096500","Brazos Rv at Waco",-97.0733325,31.53600056
"07373000","Big Creek at Pollock",-92.4084714,31.5362873
"02470100","BASSETT CREEK AT WALKER SPRINGS",-87.78999679,31.53766149
"02429500","ALABAMA RIVER AT CLAIBORNE AL",-87.5124908,31.54682748
"02488500","PEARL RIVER NR MONTICELLO",-90.0880556,31.55333333
"02353400","PACHITLA CREEK NEAR EDISON",-84.6808333,31.555
"08095400","Hog Ck nr Crawford",-97.3564004,31.5557199
"02429000","LIMESTONE CREEK NEAR MONROEVILLE AL",-87.3516534,31.56266077
"08065200","Upper Keechi Ck nr Oakwood",-95.8882938,31.56989618
"02470000","TOMBIGBEE RIVER NEAR LEROY",-88.031393,31.57210695
"02371500","CONECUH RIVER AT BRANTLEY AL",-86.2516226,31.57349458
"08110325","Navasota Rv abv Groesbeck",-96.520814,31.57433657
"08032500","Neches Rv nr Alto",-95.1659965,31.57945569
"07373250","HEMPHILL CREEK AT NEBO",-92.1320768,31.5846188
"08134000","N Concho Rv nr Carlsbad",-100.6370449,31.5926549
"02352500","FLINT RIVER AT ALBANY",-84.1441667,31.59416667
"02363000","PEA RIVER NEAR ARITON AL",-85.7829975,31.59488716
"02372250","PATSALIGA CREEK NEAR BRANTLEY AL",-86.40551809,31.59627177
"08095600","Bosque Rv nr Waco",-97.1936165,31.60127597
"07354500","HORSEPEN CK NR PROVENCAL",-93.2015564,31.60155864
"02428500","BIG FLAT CREEK NEAR FOUNTAIN AL",-87.4124889,31.60849226
"02428400","ALABAMA RIVER AT CLAIBORNE L&D NEAR MONROEVILLE",-87.550548,31.61515849
"08037050","Bayou Lanana at Nacogdoches",-94.6413205,31.61629047
"08065000","Trinity Rv nr Oakwood",-95.7894029,31.64850597
"08024000","BYU SAN MIGUEL NR ZWOLLE",-93.652959,31.65295085
"02478000","BUCKATUNNA CREEK AT DENHAM",-88.5216938,31.65349438
"08095200","N Bosque Rv at Valley Mills",-97.4694602,31.66960575
"08036500","Angelina Rv nr Alto",-94.9527152,31.67184364
"02477500","CHICKASAWHAY RIVER NR WAYNESBORO",-88.6833712,31.6796052
"02473500","TALLAHALA CREEK AT LAUREL",-89.1155556,31.68083333
"07353500","NANTACHIE CK NR MONTGOMERY",-92.8779341,31.6876672
"02477990","BUCKATUNNA CREEK NR DENHAM",-88.5191667,31.69416667
"07351900","BYU DUPONT NR ROBELINE",-93.3273939,31.7043336
"02472000","LEAF RIVER NR COLLINS",-89.4069444,31.70694444
"08126380","Colorado Rv nr Ballinger",-100.0264755,31.71542973
"07372500","BYU FUNNY LOUIS NR TROUT",-92.2223579,31.71628193
"08023500","BYU SAN PATRICIO NR NOBLE",-93.7071277,31.7210049
"02372000","PATSALIGA CREEK AT LUVERNE AL",-86.2782944,31.72432298
"08143500","Pecan Bayou at Brownwood",-98.9739388,31.73181874
"08126500","Colorado Rv at Ballinger",-99.9539744,31.73292864
"02469800","SATILPA CREEK NEAR COFFEEVILLE AL",-88.0225066,31.7443247
"08127000","Elm Ck at Ballinger",-99.9478636,31.74931697
"07372200","Little River near Rochelle",-92.3445833,31.7543363
"02469761","TOMBIGBEE R AT COFFEEVILLE L&D NR COFFEEVILLE",-88.1291763,31.75849066
"08023200","Tenaha Ck nr Shelbyville",-94.0840835,31.76572914
"08095000","N Bosque Rv nr Clifton",-97.5680748,31.785991
"08100000","Leon Rv nr Hamilton",-98.1214238,31.78876325
"02488000","PEARL RIVER AT ROCKPORT",-90.1425,31.79083333
"08093100","Brazos Rv nr Aquilla",-97.2977882,31.8123822
"02371200","INDIAN CREEK NEAR TROY AL",-86.1207899,31.81404388
"07353000","SALINE BYU NR CLARENCE",-92.94877,31.8182192
"08133500","N Concho Rv at Sterling City",-100.9937215,31.83013918
"08141500","Hords Ck nr Valera",-99.5347911,31.83431205
"08093500","Aquilla Ck nr Aquilla",-97.2013961,31.84460414
"08064700","Tehuacana Ck nr Streetman",-96.2899755,31.84849638
"08033900","E Fk Angelina Rv nr Cushing",-94.8232697,31.86017169
"02470072","BASSETT CREEK AT US HIGHWAY 43 NR THOMASVILLE",-87.7472247,31.86404249
"08023400","Bayou San Patricio near Benson",-93.65851499,31.8751667
"08064800","Catfish Ck nr Tennessee Colony",-95.8688514,31.8809985
"08032000","Neches Rv nr Neches",-95.430786,31.89239037
"08093360","Aquilla Ck abv Aquilla",-97.2030634,31.8954362
"08093400","Cobb Ck nr Abbott",-97.0994485,31.91987996
"02343200","PATAULA CREEK NEAR LUMPKIN",-84.8032561,31.9343259
"07372050","Dugdemona River near Joyce",-92.6033333,31.93694444
"08063100","Richland Ck nr Dawson",-96.6813787,31.9384908
"08063500","Richland Ck nr Richland",-96.42137,31.95071375
"08099500","Leon Rv nr Hasse",-98.4592116,31.9579235
"07351748","W BRANCH DOLET BYU @ RAMBIN",-93.4515644,31.95988518
"08023080","Bayou Grand Cane near Stanley",-93.9411609,31.9627225
"02473460","TALLAHALA CREEK AT WALDRUP",-89.115,31.9661111
"08022500","Sabine Rv at Logansport",-94.0063014,31.97238949
"08140700","Pecan Bayou nr Cross Cut",-99.1303376,31.9726444
"08023000","BYU CASTOR NR LOGANSPORT",-93.9696338,31.97377803
"07372000","DUGDEMONA RIVER NEAR WINNFIELD",-92.6529273,31.97516204
"08034500","Mud Ck nr Jacksonville",-95.1607787,31.97655578
"02487500","STRONG RIVER AT D`LO",-89.8975,31.97777778
"08063048","White Rk Ck at FM 308 nr Irene",-96.8733333,31.97805556
"02427250","PINE BARREN CREEK NEAR SNOW HILL",-87.0683187,31.99625809
"08093250","Hackberry Ck at Hillsboro",-97.1500069,32.00571108
"07350500","(COE) Red River at Coushatta",-93.3529502,32.01266134
"08022765","BAYOU CASTOR NEAR FUNSTON",-93.9599109,32.01599906
"02342933","SOUTH FORK COWIKEE CREEK NEAR BATESVILLE AL",-85.2957704,32.0176572
"07290650","BAYOU PIERRE NR WILLOWS",-90.8783333,32.0186111
"07352800","GRAND BYU NR COUSHATTA",-93.3022222,32.04833333
"08022300","Murvaul Bayou nr Gary",-94.3754778,32.0484985
"02469550","HORSE CREEK NEAR SWEETWATER AL",-87.87000959,32.04931658
"08094500","Green Ck nr Alexander",-98.2297629,32.074033
"02425500","CEDAR CREEK AT MINTER",-86.9838737,32.07931124
"07370500","CASTOR CK NR GRAYSON",-92.2070828,32.0821028
"02351500","MUCKALEE CREEK NEAR AMERICUS",-84.2580556,32.08305556
